district,school_name,project_#,description,fy_constr_start,total
05,TERENCE D. TOLBERT EDUCATION COMPLEX - Manhattan,DSF0000709438,Educational Enhancements - Educational Enhancements - Room,2010,84991
05,TERENCE D. TOLBERT EDUCATION COMPLEX - Manhattan,DSF0000731204,Educational Enhancements - Educational Enhancements - Room,2012,316985
05,TERENCE D. TOLBERT EDUCATION COMPLEX - Manhattan,DSF0000775543,Educational Enhancements - Educational Enhancements - School Improvement and,2013,104000
05,TERENCE D. TOLBERT EDUCATION COMPLEX - Manhattan,DSF0000775544,Educational Enhancements - Educational Enhancements - School Improvement and,2013,153955
05,P.S. 197 - Manhattan,DSF0000719942,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,507917
05,P.S. 197 - Manhattan,DSF0000719947,State of Good Repair - System Replacements - Parapets,2012,988825
05,P.S. 197 - Manhattan,DSF0000719948,State of Good Repair - System Replacements - Exterior Masonry,2012,3286566
05,P.S. 197 - Manhattan,DSF0000741153,State of Good Repair - System Replacements - Roofs,2012,872120
05,TEACHERS COLLEGE COMMUNITY SCHOOL - Manhattan,DSF0000775934,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2013,2627883
06,P.S. 5 - Manhattan,DSF0000717814,Low-Voltage Electrical Systems,2012,1445952
06,P.S. 5 - Manhattan,DSF0000739062,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,752091
06,P.S. 8 - Manhattan,DSF0000808071,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,51740
06,P.S. 28 - Manhattan,DSF0000718057,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,679739
06,P.S. 28 - Manhattan,DSF0000739298,State of Good Repair - System Replacements - Roofs,2013,2719703
06,P.S. 28 - Manhattan,DSF0000739299,State of Good Repair - System Replacements - Parapets,2013,2539721
06,P.S. 28 - Manhattan,DSF0000739300,State of Good Repair - System Replacements - Exterior Masonry,2013,2368804
06,P.S. 48 - Manhattan,DSF0000673334,State of Good Repair - System Replacements - Exterior Masonry,2010,1859989
06,P.S. 48 - Manhattan,DSF0000739543,State of Good Repair - Building Upgrade - Flood Elimination,2014,4122183
06,P.S. 48 - Manhattan,DSF0000739546,State of Good Repair - System Replacements - Parapets,2014,550683
06,P.S. 48 - Manhattan,DSF0000762511,State of Good Repair - System Replacements - Roofs,2014,1666472
06,I.S. 52 - Manhattan,DSF0000718360,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,989658
06,I.S. 52 - Manhattan,DSF0000718384,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2012,506416
06,I.S. 52 - Manhattan,DSF0000799491,Educational Enhancements - Educational Enhancements - Room,2014,551758
06,I.S. 52 - Manhattan,DSF0000799493,Educational Enhancements - Educational Enhancements - Room,2014,456875
06,I.S. 90 - Manhattan,DSF0000775961,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,215753
06,I.S. 90 - Manhattan,DSF0000777732,Educational Enhancements - Educational Enhancements - School Improvement and,2014,216644
06,I.S. 90 - Manhattan,DSF0000777733,Educational Enhancements - Educational Enhancements - School Improvement and,2014,73368
06,I.S. 90 - Manhattan,DSF0000798161,Educational Enhancements - Educational Enhancements - School Improvement and,2014,112000
06,I.S. 90 - Manhattan,DSF0000798162,Educational Enhancements - Educational Enhancements - School Improvement and,2014,32643
06,I.S. 90 - Manhattan,DSF0000798166,Educational Enhancements - Educational Enhancements - School Improvement and,2014,185974
06,P.S. 98 - Manhattan,DSF0000406479,State of Good Repair - System Replacements - Paved Area-Concrete,2010,1617739
06,P.S. 98 - Manhattan,DSF0000740030,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1536807
06,P.S. 98 - Manhattan,DSF0000740031,Educational Enhancements - Educational Enhancements - Library Upgrades,2013,615147
06,P.S. 98 - Manhattan,DSF0000763012,State of Good Repair - System Replacements - Roofs,2013,529101
06,P.S. 98 - Manhattan,DSF0000763013,State of Good Repair - System Replacements - Parapets,2013,619654
06,P.S. 98 - Manhattan,DSF0000763014,State of Good Repair - System Replacements - Exterior Masonry,2013,292938
06,P.S. 115 - Manhattan,DSF0000697848,State of Good Repair - System Replacements - Exterior Masonry,2011,2880069
06,P.S. 115 - Manhattan,DSF0000718972,State of Good Repair - System Replacements - Roofs,2011,1177394
06,P.S. 115 - Manhattan,DSF0000718973,State of Good Repair - System Replacements - Parapets,2011,339997
06,P.S. 115 - Manhattan,DSF0000740202,Educational Enhancements - Educational Enhancements - School Improvement and,2014,690121
06,P.S. 115 - Manhattan,DSF0000775789,Educational Enhancements - Educational Enhancements - Room,2014,316743
06,P.S. 128 - Manhattan,DSF0000740368,State of Good Repair - Building Upgrade - Flood Elimination,2013,406989
06,P.S. 128 - Manhattan,DSF0000740370,State of Good Repair - System Replacements - Windows,2013,3864501
06,P.S. 132 - Manhattan,DSF0000687201,State of Good Repair - System Replacements - Kitchen Areas,2010,21634
06,I.S. 143 - Manhattan,DSF0000674385,State of Good Repair - Building Upgrade - Flood Elimination,2011,363327
06,I.S. 143 - Manhattan,DSF0000674387,State of Good Repair - System Replacements - Roofs,2011,2506021
06,I.S. 143 - Manhattan,DSF0000674388,State of Good Repair - System Replacements - Exterior Masonry,2011,2212670
06,I.S. 143 - Manhattan,DSF0000775973,Educational Enhancements - Educational Enhancements - School Improvement and,2013,1090607
06,P.S. 152 - Manhattan,DSF0000622215,Safety and Security - Safety and Security - Code Compliance,2010,4534420
06,P.S. 153 - Manhattan,DSF0000763688,State of Good Repair - System Replacements - Roofs,2014,373228
06,P.S. 153 - Manhattan,DSF0000763689,State of Good Repair - System Replacements - Parapets,2014,786693
06,P.S. 153 - Manhattan,SCA0000021395,State of Good Repair - System Replacements - Exterior Masonry,2014,3191926
06,I.S. 164 - Manhattan,DSF0000719602,State of Good Repair - System Replacements - Electrical Systems,2012,943793
06,P.S. 173 - Manhattan,DSF0000698522,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,694056
06,P.S. 173 - Manhattan,DSF0000763903,State of Good Repair - System Replacements - Domestic Piping,2014,1009526
06,P.S. 178 - Manhattan,DSF0000751883,State of Good Repair - System Replacements - Roofs,2014,1781330
06,P.S. 189 - Manhattan,DSF0000752877,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1068224
06,P.S. 192 - Manhattan,DSF0000741085,State of Good Repair - Building Upgrade - Flood Elimination,2014,458499
06,P.S. 192 - Manhattan,DSF0000764060,State of Good Repair - System Replacements - Parapets,2014,2855990
06,P.S. 192 - Manhattan,DSF0000764067,State of Good Repair - System Replacements - Paved Area-Concrete,2014,2756574
06,P.S. 192 - Manhattan,SCA0000019313,State of Good Repair - System Replacements - Exterior Masonry,2014,4566196
06,I.S. 218 - Manhattan,DSF0000675053,State of Good Repair - Building Upgrade - Flood Elimination,2011,451386
06,I.S. 218 - Manhattan,DSF0000675054,State of Good Repair - System Replacements - Windows,2011,2190394
06,I.S. 218 - Manhattan,DSF0000710084,State of Good Repair - System Replacements - Roofs,2011,186097
06,I.S. 218 - Manhattan,DSF0000764219,State of Good Repair - Building Upgrade - Elevators and Escalators,2014,427910
06,ALTERNATIVE LEARNING CENTER - Manhattan,DSF0000407643,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,1675713
06,I.S. 528 - Manhattan,DSF0000720463,State of Good Repair - Building Upgrade - Flood Elimination,2013,303801
06,I.S. 528 - Manhattan,DSF0000720465,State of Good Repair - System Replacements - Exterior Masonry,2013,987340
06,I.S. 528 - Manhattan,DSF0000741684,State of Good Repair - System Replacements - Roofs,2013,938033
06,I.S. 528 - Manhattan,DSF0000741685,State of Good Repair - System Replacements - Parapets,2013,325244
06,P.S. 98 MINISCHOOL - Manhattan,DSF0000610266,State of Good Repair - System Replacements - Windows,2010,452566
06,P.S./IS 278 - Manhattan,DSF0000776007,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,63000
75M,P.S. 35 (OLD 58/MNHT HS) - Manhattan,DSF0000718439,State of Good Repair - System Replacements - Windows,2014,1761451
75M,P.S. 35 (OLD 58/MNHT HS) - Manhattan,DSF0000739673,State of Good Repair - System Replacements - Parapets,2014,1018051
75M,P.S. 35 (OLD 58/MNHT HS) - Manhattan,DSF0000762628,State of Good Repair - System Replacements - Roofs,2014,2705510
75M,P.S. 35 (OLD 58/MNHT HS) - Manhattan,DSF0000762631,State of Good Repair - System Replacements - Exterior Masonry,2014,627446
75M,P.S. 79 (MULT. HANDICAP) - Manhattan,DSF0000718621,State of Good Repair - System Replacements - Exterior Masonry,2013,1472225
75M,P.S. 79 (MULT. HANDICAP) - Manhattan,DSF0000739850,State of Good Repair - Building Upgrade - Flood Elimination,2013,962017
75M,P.S. 79 (MULT. HANDICAP) - Manhattan,DSF0000739852,State of Good Repair - System Replacements - Roofs,2013,1424121
75M,P.S. 79 (MULT. HANDICAP) - Manhattan,DSF0000739858,State of Good Repair - System Replacements - Paved Area-Concrete,2013,258934
75M,P.S. 751 (CAR.DEV/OLD 25) - Manhattan,DSF0000675768,State of Good Repair - System Replacements - Floors,2011,574358
75M,P.S. 751 (CAR.DEV/OLD 25) - Manhattan,DSF0000675773,Educational Enhancements - Educational Enhancements - Library Upgrades,2011,907328
75M,P.S. 751 (CAR.DEV/OLD 25) - Manhattan,DSF0000720683,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,1163003
75M,P.S. 751 (CAR.DEV/OLD 25) - Manhattan,DSF0000720691,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2012,1162718
75M,P.S. 811 (OLD P148/LIVINGS HS) - Manhattan,DSF0000622225,Safety and Security - Safety and Security - Code Compliance,2011,3396118
75M,P.S. 811 (OLD P148/LIVINGS HS) - Manhattan,DSF0000775848,Educational Enhancements - Educational Enhancements - Room,2013,733185
75M,P.S. 811 (OLD P148/LIVINGS HS) - Manhattan,DSF0000777677,Educational Enhancements - Educational Enhancements - Room,2014,663001
75M,P.S. 138 ANNEX (OLD M047 AX) - Manhattan,DSF0000675917,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,305408
75M,P.S. 138 ANNEX (OLD M047 AX) - Manhattan,DSF0000675921,State of Good Repair - System Replacements - Roofs,2010,1514762
75M,P.S. 138 ANNEX (OLD M047 AX) - Manhattan,DSF0000675922,State of Good Repair - System Replacements - Parapets,2010,1431439
75M,P.S. 138 ANNEX (OLD M047 AX) - Manhattan,DSF0000675923,State of Good Repair - System Replacements - Exterior Masonry,2010,8093533
78M,RICHARD R GREEN HS OF TEACHING - Manhattan,DSF0000673567,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2011,747565
78M,RICHARD R GREEN HS OF TEACHING - Manhattan,DSF0000732425,Educational Enhancements - Educational Enhancements - Room,2013,616454
78M,MID MAN ADULT LRNG CTR (81) - Manhattan,DSF0000406326,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,5123288
78M,MID MAN ADULT LRNG CTR (81) - Manhattan,DSF0000673666,State of Good Repair - System Replacements - Electrical Systems,2010,1671053
78M,BARD COLLEGE HS (OLD M097) - Manhattan,DSF0000762993,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,2014,553857
78M,I.S. 136 - Manhattan,DSF0000674308,State of Good Repair - System Replacements - Exterior Masonry,2011,7165045
78M,I.S. 136 - Manhattan,DSF0000698141,State of Good Repair - System Replacements - Roofs,2011,2279203
78M,I.S. 136 - Manhattan,DSF0000698142,State of Good Repair - System Replacements - Parapets,2011,498204
78M,I.S. 136 - Manhattan,DSF0000698151,Safety and Security - Safety and Security - Safety Systems,2011,140549
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000675141,State of Good Repair - System Replacements - Paved Area-Concrete,2010,2210575
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000709434,State of Good Repair - Building Upgrade - Interior Spaces,2011,1182155
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000720103,State of Good Repair - System Replacements - Gymnasium Upgrade,2012,1714018
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000741305,Climate Control,2013,2373468
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000752400,State of Good Repair - System Replacements - Roofs,2014,3905265
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000755234,Heating Plant Upgrade,2013,2375973
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000764273,State of Good Repair - System Replacements - Parapets,2014,1647587
78M,MANHTN CT FOR MATH & SCI. HS - Manhattan,DSF0000775751,State of Good Repair - System Replacements - Exterior Masonry,2014,6436066
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000709436,Educational Enhancements - Educational Enhancements - Room,2010,518946
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000709440,Educational Enhancements - Educational Enhancements - Room,2011,4388703
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000710031,Educational Enhancements - Educational Enhancements - School Improvement and,2011,2197451
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000710076,Educational Enhancements - Educational Enhancements - Room,2010,150617
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000731147,Educational Enhancements - Educational Enhancements - Room,2012,4423076
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000752935,Educational Enhancements - Educational Enhancements - School Improvement and,2013,908403
78M,BAYARD RUSTIN EDUCATIONAL COMP - Manhattan,DSF0000764286,Educational Enhancements - Educational Enhancements - School Improvement and,2014,1412141
78M,SEWARD PARK HS - Manhattan,DSF0000675183,State of Good Repair - System Replacements - Toilets-Students,2011,1705022
78M,SEWARD PARK HS - Manhattan,DSF0000675196,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2011,1312102
78M,SEWARD PARK HS - Manhattan,DSF0000741344,State of Good Repair - System Replacements - Parapets,2013,2572203
78M,SEWARD PARK HS - Manhattan,DSF0000741345,State of Good Repair - System Replacements - Windows,2013,12216008
78M,SEWARD PARK HS - Manhattan,DSF0000741354,State of Good Repair - System Replacements - Gymnasium Upgrade,2014,723868
78M,SEWARD PARK HS - Manhattan,DSF0000755253,State of Good Repair - Building Upgrade - Flood Elimination,2013,283930
78M,SEWARD PARK HS - Manhattan,DSF0000755254,State of Good Repair - System Replacements - Exterior Masonry,2013,3251207
78M,SEWARD PARK HS - Manhattan,DSF0000755255,State of Good Repair - System Replacements - Roofs,2013,6507390
78M,SEWARD PARK HS - Manhattan,DSF0000775981,Educational Enhancements - Educational Enhancements - Room,2014,697037
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000698968,State of Good Repair - System Replacements - Floors,2011,367943
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000720164,State of Good Repair - System Replacements - Exterior Masonry,2012,2669481
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000720165,State of Good Repair - System Replacements - Electrical Systems,2012,1057574
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000741364,State of Good Repair - Building Upgrade - Flood Elimination,2012,1174619
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000741366,State of Good Repair - System Replacements - Parapets,2012,293518
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000752827,State of Good Repair - System Replacements - Roofs,2012,1142276
78M,UNIVERSITY NEIGHBORHOOD - Manhattan,DSF0000799490,Educational Enhancements - Educational Enhancements - Room,2014,1074284
78M,WASHINGTON IRVING HS - Manhattan,DSF0000675235,State of Good Repair - System Replacements - Domestic Piping,2012,4032246
78M,WASHINGTON IRVING HS - Manhattan,DSF0000675241,State of Good Repair - System Replacements - Gymnasium Upgrade,2010,1339499
78M,WASHINGTON IRVING HS - Manhattan,DSF0000698989,State of Good Repair - Building Upgrade - Elevators and Escalators,2011,270063
78M,WASHINGTON IRVING HS - Manhattan,DSF0000720204,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1683937
78M,WASHINGTON IRVING HS - Manhattan,DSF0000730985,Educational Enhancements - Educational Enhancements - School Improvement and,2011,1991884
