borough,buildingid,actualestcompletion,constrstart,designstart,forecastcapacity,fundingreqd,location,neededtocomplete,previousappropriations,projectid,totalestcost,district,schoolname,description,type,source,geom
Manhattan,M079,,,,,,,,,DSF0000785434,"1,093,527",75M,P.S. 79 (MULT. HANDICAP),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000040868E1D547C52C0325871AAB5664440
Manhattan,M169,,,,,,,,,DSF0000876434,"924,129",75M,P.S. 169 (ECF),State of Good Repair - Building Upgrade - Elevators and Escalators,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E52A16BF297D52C048E00F3FFF634440
Manhattan,M169,,,,,,,,,DSF0000786468,"935,170",75M,P.S. 169 (ECF),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E52A16BF297D52C048E00F3FFF634440
Manhattan,M751,,,,,,,,,DSF0000868095,"300,000",75M,P.S. 751 (CAR.DEV/OLD 25),IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000C1A8A44E407F52C0DE718A8EE45C4440
Manhattan,M751,,,,,,,,,DSF0000787504,"506,823",75M,P.S. 751 (CAR.DEV/OLD 25),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C1A8A44E407F52C0DE718A8EE45C4440
Manhattan,M841,,,,,,,,,DSF0000866906,"6,000",75M,P.S. 811 (OLD P148/LIVINGS HS),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FFCC203EB07E52C0534145D5AF644440
Queens,Q179,,,,,,,,,DSF0000790529,"31,659",26,P.S. 179,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000061360186E57152C08F899466F35E4440
Queens,Q009,,,,,,,,,DSF0000720933,"2,891,603",75Q,P.S. 9 (W REED SCHOOL),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q009,,,,,,,,,DSF0000720934,"5,782,958",75Q,P.S. 9 (W REED SCHOOL),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q009,,,,,,,,,DSF0000787775,"583,551",75Q,P.S. 9 (W REED SCHOOL),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q009,,,,,,,,,DSF0000720930,"1,049,886",75Q,P.S. 9 (W REED SCHOOL),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q009,,,,,,,,,DSF0000866910,"3,000",75Q,P.S. 9 (W REED SCHOOL),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q009,,,,,,,,,DSF0000799910,"1,909,586",75Q,P.S. 9 (W REED SCHOOL),Educational Enhancements - Educational Enhancements - Accessibility,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q009,,,,,,,,,DSF0000811101,"547,197",75Q,P.S. 9 (W REED SCHOOL),State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000093C9A99D617A52C09279E40F065C4440
Queens,Q075,,,,,,,,,DSF0000788792,"1,173,103",75Q,P.S. 75 (R PEARY SCHOOL),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000952C27A1F47952C03C855CA967594440
Queens,Q075,,,,,,,,,DSF0000843715,"787,729",75Q,P.S. 75 (R PEARY SCHOOL),System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E6100000952C27A1F47952C03C855CA967594440
Queens,Q075,,,,,,,,,DSF0000798274,"4,169,565",75Q,P.S. 75 (R PEARY SCHOOL),State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000952C27A1F47952C03C855CA967594440
Queens,Q075,,,,,,,,,DSF0000788791,"1,033,375",75Q,P.S. 75 (R PEARY SCHOOL),State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000952C27A1F47952C03C855CA967594440
Queens,Q075,,,,,,,,,DSF0000788798,"31,659",75Q,P.S. 75 (R PEARY SCHOOL),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000952C27A1F47952C03C855CA967594440
Queens,Q177,,,,,,,,,DSF0000798293,"6,899,186",75Q,P.S. 177,State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FF964C5707252C06C956071385F4440
Queens,Q177,,,,,,,,,DSF0000866042,"170,000",75Q,P.S. 177,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FF964C5707252C06C956071385F4440
Queens,Q177,,,,,,,,,DSF0000790493,"31,680",75Q,P.S. 177,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FF964C5707252C06C956071385F4440
Queens,Q177,,,,,,,,,DSF0000790486,"1,287,625",75Q,P.S. 177,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FF964C5707252C06C956071385F4440
Queens,Q177,,,,,,,,,DSF0000790487,"1,341,203",75Q,P.S. 177,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FF964C5707252C06C956071385F4440
Queens,Q722,,,,,,,,,DSF0000815284,"3,014,348",75Q,JOHN F. KENNEDY JR. SCHOOL,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F8FF71C2847752C00261A758355E4440
Queens,Q722,,,,,,,,,DSF0000792064,"37,531",75Q,JOHN F. KENNEDY JR. SCHOOL,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F8FF71C2847752C00261A758355E4440
Queens,Q722,,,,,,,,,DSF0000823580,"69,723",75Q,JOHN F. KENNEDY JR. SCHOOL,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F8FF71C2847752C00261A758355E4440
Queens,Q722,,,,,,,,,DSF0000815282,"1,463,475",75Q,JOHN F. KENNEDY JR. SCHOOL,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F8FF71C2847752C00261A758355E4440
Queens,Q142,,,,,,,,,DSF0000843803,"455,622",75Q,P.S. 752 (OLD J142),Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000925B936E4B7352C0F7E80DF791574440
Queens,Q142,,,,,,,,,DSF0000866926,"9,000",75Q,P.S. 752 (OLD J142),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000925B936E4B7352C0F7E80DF791574440
Queens,Q142,,,,,,,,,DSF0000799825,"280,625",75Q,P.S. 752 (OLD J142),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000925B936E4B7352C0F7E80DF791574440
Queens,Q142,,,,,,,,,DSF0000789870,"1,088,749",75Q,P.S. 752 (OLD J142),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000925B936E4B7352C0F7E80DF791574440
Queens,Q142,,,,,,,,,DSF0000777510,"124,025",75Q,P.S. 752 (OLD J142),Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E6100000925B936E4B7352C0F7E80DF791574440
Queens,Q811,,,,,,,,,DSF0000798374,"4,485,587",75Q,P.S. 811 (OLD 187),State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000DCF63DEAAF6E52C0882AFC19DE604440
Queens,Q811,,,,,,,,,DSF0000792112,"1,129,585",75Q,P.S. 811 (OLD 187),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000DCF63DEAAF6E52C0882AFC19DE604440
Queens,Q811,,,,,,,,,DSF0000777532,"114,135",75Q,P.S. 811 (OLD 187),Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E6100000DCF63DEAAF6E52C0882AFC19DE604440
Queens,Q811,,,,,,,,,DSF0000792110,"2,077,458",75Q,P.S. 811 (OLD 187),State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000DCF63DEAAF6E52C0882AFC19DE604440
Staten Island,R825,,,,,,,,,DSF0000866961,"3,000",75R,P.S. 25 (MOUNT LORETTO),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000011E2CAD93B8E52C08A743FA720414440
Staten Island,R825,,,,,,,,,DSF0000799758,"17,230",75R,P.S. 25 (MOUNT LORETTO),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000011E2CAD93B8E52C08A743FA720414440
Staten Island,R840,,,,,,,,,DSF0000793476,"31,680",75R,P.S. 37 ( OLD I24X),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003F1D8F19A88952C06AF6402B30484440
Staten Island,R840,,,,,,,,,DSF0000867113,"280,955",75R,P.S. 37 ( OLD I24X),New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000003F1D8F19A88952C06AF6402B30484440
Staten Island,R840,,,,,,,,,DSF0000793472,"780,030",75R,P.S. 37 ( OLD I24X),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003F1D8F19A88952C06AF6402B30484440
Staten Island,R840,,,,,,,,,DSF0000866964,"3,000",75R,P.S. 37 ( OLD I24X),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003F1D8F19A88952C06AF6402B30484440
Staten Island,R040,,,,,,,,,DSF0000775710,"418,317",75R,P.S. 373 (OLD P40),IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E610000081B053AC1A8652C0A680B4FF01524440
Staten Island,R040,,,,,,,,,DSF0000816029,"101,351",75R,P.S. 373 (OLD P40),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000081B053AC1A8652C0A680B4FF01524440
Staten Island,R040,,,,,,,,,DSF0000754447,"2,351,489",75R,P.S. 373 (OLD P40),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000081B053AC1A8652C0A680B4FF01524440
Staten Island,R040,,,,,,,,,DSF0000770084,"199,475",75R,P.S. 373 (OLD P40),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000081B053AC1A8652C0A680B4FF01524440
Staten Island,R722,,,,,,,,,DSF0000866179,"755,000",75R,P.S. 722 (OTC),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EFC517EDF18452C02D077AA86D4F4440
Staten Island,R722,,,,,,,,,DSF0000844119,"3,547,356",75R,P.S. 722 (OTC),Heating Plant Upgrade,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000EFC517EDF18452C02D077AA86D4F4440
Staten Island,R722,,,,,,,,,DSF0000843947,"212,264",75R,P.S. 722 (OTC),State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EFC517EDF18452C02D077AA86D4F4440
Staten Island,R722,,,,,,,,,DSF0000770703,"1,846,884",75R,P.S. 722 (OTC),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EFC517EDF18452C02D077AA86D4F4440
Bronx,X012,,,,,,,,,DSF0000800172,"229,108",75X,P.S. 12,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000BF47FDF50A7652C0EF7211DF896B4440
Bronx,X012,,,,,,,,,DSF0000865747,"224,603",75X,P.S. 12,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E6100000BF47FDF50A7652C0EF7211DF896B4440
Bronx,X012,,,,,,,,,DSF0000866166,"1,974,409",75X,P.S. 12,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BF47FDF50A7652C0EF7211DF896B4440
Bronx,X012,,,,,,,,,DSF0000866976,"12,000",75X,P.S. 12,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BF47FDF50A7652C0EF7211DF896B4440
Bronx,X012,,,,,,,,,DSF0000866177,"1,499,570",75X,P.S. 12,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BF47FDF50A7652C0EF7211DF896B4440
Bronx,X012,,,,,,,,,DSF0000843972,"2,801,894",75X,P.S. 12,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BF47FDF50A7652C0EF7211DF896B4440
Bronx,X136,,,,,,,,,DSF0000799880,"542,672",75X,P.S. 186 (OLD J136),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000799881,"3,184,657",75X,P.S. 186 (OLD J136),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000795963,"1,464,295",75X,P.S. 186 (OLD J136),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000800239,"13,756",75X,P.S. 186 (OLD J136),Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000866073,"170,000",75X,P.S. 186 (OLD J136),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000795961,"3,368,752",75X,P.S. 186 (OLD J136),State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,SCA0000026417,"6,820,514",75X,P.S. 186 (OLD J136),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000798387,"7,263,814",75X,P.S. 186 (OLD J136),State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000795966,"3,582,748",75X,P.S. 186 (OLD J136),State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000865927,"278,051",75X,P.S. 186 (OLD J136),New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X136,,,,,,,,,DSF0000866997,"3,000",75X,P.S. 186 (OLD J136),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000BC96900F7A7952C05114E813796A4440
Bronx,X034,,,,,,,,,DSF0000867092,"271,256",75X,P.S. 34,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E610000069C4CC3E8F7852C06420CF2EDF6C4440
Bronx,X722,,,,,,,,,DSF0000775994,"389,505",75X,P.S. 721 (OTC),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000775995,"1,406,736",75X,P.S. 721 (OTC),State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000797331,"1,205,527",75X,P.S. 721 (OTC),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000775579,"6,095,426",75X,P.S. 721 (OTC),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000797329,"1,221,595",75X,P.S. 721 (OTC),State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000798330,"4,886,545",75X,P.S. 721 (OTC),State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000776000,"599,808",75X,P.S. 721 (OTC),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000775993,"396,824",75X,P.S. 721 (OTC),State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X722,,,,,,,,,DSF0000865933,"181,156",75X,P.S. 721 (OTC),Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000C3802557B17552C0E9633E20D06B4440
Bronx,X701,,,,,,,,,DSF0000800259,"505,885",75X,P.S. 723,Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E61000003AC95697537552C044C2F7FE06714440
Bronx,X701,,,,,,,,,DSF0000845609,"221,927",75X,P.S. 723,"State of Good Repair - System Replacements - Heating Plant Upgrade
Ventilation",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003AC95697537552C044C2F7FE06714440
Bronx,X155,,,,,,,,,DSF0000796317,"1,911,534",75X,P.S. 754 (OLD IS155),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000047718E3A3A7A52C005E10A28D4674440
Bronx,X155,,,,,,,,,DSF0000867001,"15,000",75X,P.S. 754 (OLD IS155),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000047718E3A3A7A52C005E10A28D4674440
Bronx,X155,,,,,,,,,DSF0000819523,"144,786",75X,P.S. 754 (OLD IS155),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000047718E3A3A7A52C005E10A28D4674440
Bronx,X084,,,,,,,,,DSF0000823639,"752,989",75X,P.S. 811 (OLD I84),State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B456B439CE7852C06CB587BD506A4440
Bronx,X084,,,,,,,,,DSF0000867106,"513,161",75X,P.S. 811 (OLD I84),New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000B456B439CE7852C06CB587BD506A4440
Bronx,X084,,,,,,,,,DSF0000795047,"2,154,991",75X,P.S. 811 (OLD I84),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B456B439CE7852C06CB587BD506A4440
Bronx,X084,,,,,,,,,DSF0000818243,"1,407,218",75X,P.S. 811 (OLD I84),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B456B439CE7852C06CB587BD506A4440
Bronx,X084,,,,,,,,,DSF0000818244,"2,519,327",75X,P.S. 811 (OLD I84),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B456B439CE7852C06CB587BD506A4440
Bronx,X084,,,,,,,,,DSF0000818242,"2,519,838",75X,P.S. 811 (OLD I84),State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B456B439CE7852C06CB587BD506A4440
Manhattan,M908,,,,,,,,,DSF0000822180,"1,000,000",84M,HARLEM PROMISE ACADEMY CHARTER,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000A80018CFA07C52C0823CBB7CEB674440
Manhattan,M149,,,,,,,,,DSF0000865767,"155,000",3,P.S. 149 (TANDEM M207),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000786253,"871,362",3,P.S. 149 (TANDEM M207),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000843671,"844,000",3,P.S. 149 (TANDEM M207),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000822115,"150,000",3,P.S. 149 (TANDEM M207),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000843760,"586,728",3,P.S. 149 (TANDEM M207),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000865765,"301,720",3,P.S. 149 (TANDEM M207),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000823650,"304,792",3,P.S. 149 (TANDEM M207),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000865763,"137,450",3,P.S. 149 (TANDEM M207),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000865768,"55,000",3,P.S. 149 (TANDEM M207),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Manhattan,M149,,,,,,,,,DSF0000865766,"204,465",3,P.S. 149 (TANDEM M207),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000065A6B4FE967C52C0B4024356B7664440
Bronx,X862,,,,,,,,,DSF0000867019,"177,864",9,P.S. 63 MINISCHOOL,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E23B31EBC57952C0DC114E0B5E6A4440
Manhattan,M875,,,,,,,,,DSF0000866907,"15,000",75M,P.S. 226 (FIRST PRESB CHURCH),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC212825B37F52C05FADE57E135E4440
Manhattan,M081,,,,,,,,,DSF0000799950,"602,386",78M,MID MAN ADULT LRNG CTR (81),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M081,,,,,,,,,DSF0000799521,"551,420",78M,MID MAN ADULT LRNG CTR (81),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M081,,,,,,,,,DSF0000808808,"49,949",78M,MID MAN ADULT LRNG CTR (81),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M081,,,,,,,,,DSF0000799500,"792,812",78M,MID MAN ADULT LRNG CTR (81),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M081,,,,,,,,,DSF0000799811,"264,645",78M,MID MAN ADULT LRNG CTR (81),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M081,,,,,,,,,DSF0000822215,"2,983,798",78M,MID MAN ADULT LRNG CTR (81),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M081,,,,,,,,,DSF0000845616,"927,753",78M,MID MAN ADULT LRNG CTR (81),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000643A74C1E27C52C073324D0C2D674440
Manhattan,M046,,,,,,,,,DSF0000799580,"167,237",5,P.S. 46,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D9EA08FDEA7B52C0300D7B4F516A4440
Manhattan,M046,,,,,,,,,DSF0000912080,400000,05,P.S. 46,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000D9EA08FDEA7B52C0300D7B4F516A4440
